72	0	0	4139.5	4137.9	4139.5	4137.4	4152.3	4141	4142.1	4155.4	4139	4126.2	4137.9	4119	4137.9	4140	2048	2048	2076.1	0.031277	0	0	0	0
73	0	725	4140	4136.4	4137.4	4139	4149.7	4132.8	4135.4	4149.7	4141	4117.9	4138.5	4114.9	4136.4	4141.5	2049	2046	2076.1	0.031277	0	0	0	0
74	0	0	4140.5	4137.9	4142.1	4140	4148.2	4134.9	4131.8	4145.6	4144.6	4123.6	4138.5	4113.3	4140.5	4141.5	2048	2048	2076.1	0.031277	0	0	0	0
75	0	0	4136.9	4138.5	4140	4140	4153.8	4139.5	4141	4151.8	4141.5	4137.9	4137.4	4114.9	4142.6	4139	2048	2047	2076.1	0.031277	0	0	0	0
76	0	0	4140.5	4140.5	4142.1	4142.1	4142.1	4136.4	4135.4	4147.2	4139.5	4130.3	4137.4	4117.4	4141	4142.6	2046	2046	2076.1	0.031277	0	0	0	0
77	0	0	4138.5	4140	4139	4139.5	4139	4136.9	4135.4	4148.7	4141.5	4126.2	4137.4	4110.3	4138.5	4137.4	2047	2045	2076.1	0.031277	0	0	0	0
78	0	0	4140	4140	4138.5	4137.9	4143.6	4141	4136.9	4149.2	4140	4124.1	4139.5	4109.7	4141.5	4135.4	2047	2046	2076.1	0.031277	0	0	0	0
79	0	0	4142.6	4137.9	4140	4139.5	4142.6	4137.9	4134.4	4145.6	4137.9	4117.9	4143.1	4114.9	4142.6	4141	2047	2047	2076.1	0.031277	0	0	0	0
80	0	0	4137.4	4137.4	4134.9	4140.5	4148.2	4132.3	4140.5	4151.8	4138.5	4125.1	4140.5	4112.8	4138.5	4140	2048	2046	2076.1	0.031277	0	0	0	0
81	0	0	4139.5	4142.1	4141.5	4141	4144.1	4137.4	4135.4	4142.6	4142.1	4126.7	4139	4114.4	4140	4140	2047	2047	2076.1	0.031277	0	0	0	0
82	0	0	4137.4	4139	4141	4137.9	4136.4	4139.5	4133.8	4133.8	4145.1	4123.6	4140	4115.4	4141	4140.5	2046	2044	2076.2	0.031277	0	0	0	0
83	0	0	4135.4	4139.5	4137.4	4139.5	4133.3	4136.9	4138.5	4141	4140.5	4127.2	4139.5	4116.4	4139.5	4142.1	2045	2044	2076.2	0.031277	0	0	0	0
84	0	0	4138.5	4143.6	4140	4143.1	4141	4137.4	4139.5	4145.1	4139	4132.3	4138.5	4114.9	4138.5	4142.1	2044	2045	2076.2	0.031277	0	0	0	0
85	0	0	4137.4	4137.9	4136.4	4138.5	4155.4	4137.9	4144.6	4144.1	4144.6	4133.8	4139.5	4113.3	4137.4	4139	2043	2044	2076.2	0.031277	0	0	0	0
86	0	0	4141	4139	4140.5	4136.4	4144.6	4140	4136.9	4133.3	4142.1	4120.5	4140	4119.5	4139.5	4142.1	2044	2043	2076.2	0.031277	0	0	0	0
87	0	0	4139.5	4141.5	4139.5	4137.9	4134.4	4139.5	4134.9	4134.9	4142.6	4117.4	4136.9	4116.4	4139	4139.5	2046	2044	2076.2	0.031277	0	0	0	0
88	0	0	4139	4140	4134.9	4139.5	4141.5	4138.5	4145.6	4144.1	4156.4	4129.7	4137.9	4112.3	4138.5	4138.5	2046	2043	2076.2	0.031277	0	0	0	0
89	0	0	4143.1	4139.5	4139	4141	4143.1	4141	4142.6	4139.5	4152.8	4130.3	4140.5	4117.4	4139.5	4142.6	2045	2043	2076.2	0.031277	0	0	0	0
90	0	0	4136.9	4139	4138.5	4137.9	4144.1	4140	4136.9	4138.5	4136.4	4129.2	4136.9	4116.4	4138.5	4139	2043	2043	2076.2	0.031277	0	0	0	0
91	0	0	4141	4140.5	4141.5	4138.5	4146.2	4139.5	4133.8	4136.9	4138.5	4126.2	4139	4115.9	4140.5	4141	2044	2042	2076.2	0.031277	0	0	0	0
92	0	0	4141	4140.5	4139	4139.5	4153.3	4140.5	4138.5	4137.4	4143.6	4126.7	4141.5	4119	4138.5	4141.5	2044	2043	2076.2	0.031277	0	0	0	0
93	0	0	4134.9	4139.5	4137.4	4137.4	4153.3	4140	4142.1	4143.6	4137.9	4135.4	4139.5	4118.5	4135.4	4140.5	2045	2043	2076.2	0.031277	0	0	0	0
94	0	0	4138.5	4140	4139.5	4137.9	4140	4140	4136.9	4140.5	4141	4133.3	4137.4	4114.4	4138.5	4141	2045	2045	2076.2	0.031277	0	0	0	0
95	0	0	4136.4	4136.4	4134.4	4137.9	4142.6	4139.5	4142.1	4145.6	4146.2	4131.3	4136.9	4109.7	4139	4139.5	2044	2044	2076.3	0.031277	0	0	0	0
96	0	0	4139	4136.9	4138.5	4139.5	4142.6	4140	4140.5	4146.2	4139.5	4128.7	4139.5	4114.4	4139	4142.6	2045	2043	2076.3	0.031277	0	0	0	0
97	0	0	4140	4137.9	4140	4138.5	4145.6	4138.5	4138.5	4140	4136.4	4128.7	4137.4	4115.9	4140	4139.5	2045	2044	2076.3	0.031277	0	0	0	0
98	0	0	4137.9	4137.4	4134.4	4137.4	4154.4	4138.5	4142.1	4141.5	4140.5	4131.8	4136.9	4114.4	4143.1	4136.4	2045	2044	2076.3	0.031277	0	0	0	0
99	0	0	4141.5	4139	4136.9	4140.5	4148.7	4141	4141.5	4148.2	4140.5	4132.3	4139.5	4115.4	4142.6	4142.1	2044	2044	2076.3	0.031277	0	0	0	0
100	0	0	4137.4	4137.9	4135.9	4140	4154.9	4140	4158.5	4165.6	4138.5	4148.7	4138.5	4113.8	4139	4140	2045	2044	2076.3	0.031277	0	0	0	0
101	0	0	4138.5	4141.5	4139	4140.5	4159.5	4139.5	4160.5	4163.6	4139	4147.7	4139.5	4117.4	4140	4137.9	2045	2044	2076.3	0.031277	0	0	0	0
102	0	0	4140	4143.1	4139	4139	4159	4141	4145.6	4150.3	4139	4134.4	4141.5	4116.9	4139	4137.4	2045	2043	2076.3	0.031277	0	0	0	0
103	0	0	4137.9	4139	4135.4	4136.9	4161.5	4140.5	4144.6	4149.7	4141	4139.5	4140	4113.8	4137.9	4140.5	2045	2042	2076.3	0.031277	0	0	0	0
104	0	0	4143.1	4139.5	4140.5	4140	4152.3	4141.5	4142.6	4144.1	4140	4136.9	4139	4117.9	4141	4146.7	2045	2044	2076.3	0.031277	0	0	0	0
105	0	0	4139.5	4136.4	4136.9	4139	4155.4	4141	4146.7	4150.3	4134.9	4136.9	4140	4115.9	4141	4141	2047	2044	2076.3	0.031277	0	0	0	0
106	0	0	4139.5	4137.9	4136.9	4139.5	4164.6	4141.5	4154.4	4158.5	4137.9	4146.7	4141	4115.4	4140	4139.5	2047	2046	2076.3	0.031277	0	0	0	0
107	0	0	4141.5	4140.5	4141	4140.5	4161	4141.5	4155.9	4154.4	4145.6	4145.6	4137.9	4116.9	4138.5	4142.6	2045	2045	2076.3	0.031277	0	0	0	0
108	0	0	4138.5	4137.9	4137.4	4137.9	4156.4	4139	4148.7	4148.2	4143.6	4134.9	4137.9	4115.4	4139	4141	2043	2044	2076.4	0.031277	0	0	0	0
109	0	0	4141	4140.5	4141	4140.5	4150.3	4139.5	4139.5	4140.5	4136.9	4130.3	4142.1	4116.9	4140.5	4140.5	2043	2045	2076.4	0.031277	0	0	0	0
110	0	0	4137.9	4140	4139.5	4141	4150.8	4140.5	4146.2	4141.5	4136.9	4137.4	4140.5	4114.4	4138.5	4137.4	2044	2045	2076.4	0.031277	0	0	0	0
111	0	0	4139	4139.5	4139	4139	4146.7	4140	4145.6	4140	4141	4133.3	4139.5	4114.4	4140	4143.1	2044	2044	2076.4	0.031277	0	0	0	0
112	0	0	4142.1	4141	4140	4139	4142.1	4138.5	4141.5	4137.4	4142.6	4129.2	4141.5	4113.8	4142.1	4145.1	2043	2044	2076.4	0.031277	0	0	0	0
113	0	0	4136.9	4139	4135.4	4140.5	4145.6	4137.9	4145.6	4143.1	4139.5	4134.9	4139.5	4114.4	4137.9	4136.9	2044	2042	2076.4	0.031277	0	0	0	0
114	0	0	4141	4140	4140	4140.5	4148.2	4141.5	4140	4136.9	4137.9	4132.8	4136.9	4120	4139.5	4138.5	2044	2042	2076.4	0.031277	0	0	0	0
115	0	0	4139	4138.5	4138.5	4134.4	4160	4141	4144.6	4143.1	4139	4140	4139.5	4114.4	4141.5	4140.5	2046	2043	2076.4	0.031277	0	0	0	0
116	0	0	4137.4	4138.5	4137.4	4136.4	4155.9	4139.5	4149.2	4154.4	4141	4140.5	4142.1	4111.8	4140	4142.1	2045	2044	2076.4	0.50043	0	0	0	0
